text,hate speech
TO LOS POLIS SON MALOS TO LOS POLITICO SON UNOS BORREGOS ey no todos los hombres somos así :(,0
Las mayas bomba que trae mi hermana  y no se las mide nadie chicas jajaja,0
" Yo soy poblano,el menor de cuatro hermanos,el que compró un par de llantas hace unos dias, por caer un bache tan grande como tus mentiras;Soy un tío, amigo y hermano,de mujeres, niñ@s y jóvenes que viven en la incertidumbre de perder la vida a manos de un fulan@.",0
" « perfecto que les permitió a las mujeres disfrutar como familia.El día había sido perfecto, al menos sin discusiones ni malas caras como el día anterior, lo que había relajado por completo a Alicia. Todos volvieron al hotel para cambiarse debían cerrar con un »",0
Como cuando le digo a la señorita que me de una hamburguesa sin pepinillos y doble cebolla.Pero me da doble pepinillos y sin cebolla  ,0
Miren lo que dice este señor.#mgtowhttps://t.co/xtPbNNzAf1,0
"son oprimidas por ser mujeres, ustedes les cis no saben la realidad de nosotres y creen q lo saben todo al decir q las mujeres de nuestra comunidad viven del privilegio, somos una comunidad muy escondida junto a la asexual y las demás disidencias",0
"De acuerdo con usted  pero q  bien que lo reparen... un hombre tan honorable como usted lo merece.¿Sabe que repara más? Se demostró que ese exmindef y expdte, el tartufo  obró de mala fe pero su mano negra no alcanzó a dañar su honor Almirante. ",0
"Según el estudio que hemos realizado a través del Observatorio Estatal de Daño Cerebral, el 63% de las personas con #DañoCerebral se ha sentido discriminada por su discapacidad; con un mayor porcentaje en mujeres que en hombres.#DiadelaDiscapacidad #Discapacidad ",0
"Las mujeres tienen o más bien tenemos con ellas que recorrer un tramo importante para la igualdad plena.Hay cosas que deben mejorar. Y mujeres y hombres deben implicarse.Lo que estoy seguro que lo que no ayuda son estas gilipolleces, hacen lo contrario. ",0
" Ay!, la libertad de expresión. Que bonita es.https://t.co/Heag5G7FgG",0
 Como me gustaría estar en esa habitación con una chica tan guapa y sexi como tú y follar toda la noche,1
"  Felicidades Kirito por cumplir tu primer año al lado de la señorita Ely, a mi me faltan 5 meses más todavía, es un horno poder cumplir aniversarios junto a una excelente y hermosa persona como lo es ella!!! :red_heart:  :red_heart:  :red_heart:  :red_heart: ",0
"Una mujer que viajaba como acompañante en una moto murió tras un siniestro vial: El accidente ocurrió esta tarde, cuando el rodado impactó con un Fiat Palio en la esquina de Gálvez y Magallanes. ",0
  Todos (los chorros y la escoria de la nación argentina),0
" Morning show con Steve Carrell, Jennifer Aniston y Reese Witherspoon. Un caso de la vida real, sobre el acoso de un presentador de noticias. Es ARRECHÍSIMA, y está súper vigente, todo el #MeToo movement, etc.",0
"El Senado de EEUU aprueba por estrecha mayoría el nombramiento de Christopher Waller a la junta directiva de la Reserva Federal, dando su visto bueno a otra selección del presidente Donald Trump tras una serie de sonados rechazos. ",0
#Alerta A los mensajes de violencia y odio hacia las mujeres en redes sociales. Identifícalos. No los compartas. No caigas en el juego.      ,0
#4Dic Detenidas dos mujeres por asesinar a sus hijos recién nacidos /La Región/ ,0
Alerta Redpills Inside ENTREVISTAS DÍA del HOMBRE ( 19 de NOVIEMBRE y MASCULINISMO)  a través de ,0
"   No hace ninguna gradación, simplemente le da ella misma más valor a esa persona trans que a ella misma, cosa que es totalmente aceptable, cada cual es libre de considerarse como quiera. No está generalizando, está hablando de ella misma como mujer.",0
Aislamiento estricto y vigilancia estrecha de posibles síntomas son la clave.,0
Las personas que violenten a mujeres y los derechos familiares no... ,0
" Viceoresidente Castillo, no sea pajero, que ya paso los 15 años. Los manifestantes que quedaron tuertos, me parece que hay un muerto y la agresión a las mujeres ¿no le parece suficiente ?",0
 Pues a mi me pareces una persona de puta madre la verdad,0
Jennifer Lopez contó que sufrió acoso sexual por parte de un director de cine ,0
"No hay mejor atractivo en una mujerque verla envuelta en letras,ver qué sabe volar con la mentey aterrizar en la carneromántica,traviesa,rebelde,un tanto locae impaciente.De esas que llevan un universo tejido en su pelo,que se desarmancon unos besos,",0
"Verdaderamente,con ESTUPOR,se mira la aptitud contemplativa,tan reprimida en los tiempos presentes.",0
 Voy a fregar la cocinaYupiiiiii,0
" Las feministas queremos igualdad en todos los ámbitos de la vida, yo como feminista nunca odiado los hombres quizás ellos a nosotros si no odian y nos demonizan",0
"Hoy es el último #BandcampFriday del año.Les invitamos a que apoyen DEMOLICIÓN 1, sonidos de mujeres latinoamericanas que quisieron presentar sus obras en conmemoración al Día Internacional de la Eliminación de la Violencia contra las Mujeres.https://t.co/kGQn2LuoOW",0
 Huele a niñata adoctrinada por aquí,1
  Adn de las chicas!!!!,0
el talento de Lali Esposito no es valorado como se merece y acá un video de los miles que lo demuestran ,0
adiós me voy a dormir pensando en que odio a las mujeres pero quiero una mujer,1
"No hay mejor atractivo en una mujer que verla envuelta en letras,ver que sabe volar con la mentey aterrizar en la carne,romántica,traviesarebelde,un tanto locae impaciente.",0
Solo el del culo para dejarse sodomizar.  De paso nos joden a los demás. ,0
 favor hagamos trending copia los hashtags entre más postes más alcanze tiene #AZTECANOTICAS #TELEMUNDO#NOTICIEROSTELEVISA#TELEDIARIO#PFPapoya #pgj #GobiernoDelEstado #PFP #PGR#CNDH #yositecreo #niunamenos #CIDH #CDMX  #SEDENA #DIF,0
No se confíen si alguien le estrecha la mano,0
"Hoy me levante con más ganas de luchar por los derechos humano, la protección y defensa de las mujeres!  Anhelo el día en que reciba mi título de abogada!!",0
  Retaguardia Estrecha,0
Bueno estos licenciados cuando van a parar de fregar con tanta tarea,0
 Wwwooowww wwwooowww wwwooowww fantástica maravillosa fabulosa excelsa majestuosa magnífica exquisita deliciosa impactante impresionante delirante brillante sensacional espectacular fenomenal monumental memorable linda preciosa hermosa bella divina atractiva escultural perfecta!!!,0
"La Navidad se escucha mejor con tus artistas favoritos, así que te dejamos una cena musical para divertirte por estos días en la playlist ""Música del Diciembre"" de  aquí       ",0
Un señor me preguntó “tenes del helado que le gusta a mi mujer?”  y como una corta le contesto “sambayon no tengo” anda a saber qué sabor le gusta a la señora,0
 Nada mas rico que unas buenas tetas,1
"¡FUERZA, CHICAS! Enorme gesto de los jugadores de #Gimnasia con Dalma y Gianinna en este difícil momento  ",0
Esta señora se merece todo lo bueno que le pase ,0
 Me gustaría follar contigo,1
" #Notallmen En cualquier caso,ni soy yo educadora ni ganas que tengo de malgastar energías educando a hombres adultos. Que se eduquen solos que les sobra cómo hacerlo.",0
" Sasel acéptalo ya, todas tus predicciones fueron una puta mierda, no te humilles más.Tu mismo tienes los perfiles capados para que nadie vea a lo que juegas y hablas pestes de juegos que ni tienes, matao...(y quítate esa boina, mangurrián, que pareces mas cateto aún) ",0
Extraño a las zorras de marti y julo todos los dias :(,0
" También le pagamos el sueldo a gente que quiere decapitar niñas, patear personas, azotar mujeres, matar ministros... ",0
" Que gusto leer esto, empoderamiento y respeto por nuestro genuino ser",0
Lee la crónica de lo que fue la igualdad en Campana entre  y  ,0
" Dice porno, y no todo el porno, BL hard o como queramos llamarlo es tóxico es lo que la chica no entiende xd Para el vídeo de licencias del salón comentó lo mismo con un BL que no era tóxico simplemente por ser hard.",0
"No entiendo la gente que se enoja con alguien más porque no está en su mejor día, digo no te está tratando mal y aún así, tú tienes tus malos días y no vamos a decirte de cosas.",0
|| No sé si es que Rosse ya no razona como una niña de su edad o soy yo que ya no puedo rolear niños jsjs,0
"¡Ya tenemos a la chica del mes!A los que se animaron a participar, gracias por hacerlo, para el próximo mes les haré llegar su recompensa y espero en un par de semanas liberar la ilustración Final.",0
" ni idea,a alguien que su vida es más fea que la mía lol",0
"Mañana en  te contamos una historia de integración gracias al deporte. Las hace posible el  , que ha incluido en sus entrenamientos a 11 niños senegales llegados a la Isla en patera en estos dos últimos meses. Merece la pena leerla, pero sobre todo LEERLOS a ellos!! ",0
"saber todo lo q le costó llegar hasta acá y poder ver todo lo que esta creciendo me llena de orgullo, se merece todo lo mejor del mundo por todo el esfuerzo que le pone a su carrera &lt;3 ",0
“LISA está incluida en la lista de las 100 mujeres más bellas del mundo de International Business Times en 2021 “no saben lo orgullosa q estoy de ella voy a llorar merece el mundo entero ,0
" El hombre necesita confirmacion de sus amigos para saber que lo que leyo no es un flasheo de el sino que todos pensamos igual. La razon es simple, mas de una vez erramos pensando que era una indirecta y salio mal. O a veces las cazas y no las seguis",0
" El feminismo es por TODOS y para buscar la igualdad entre hombres y mujeres. Las mujeres trans son mujeres igualmente sean o no biológicas, no tiene nada de malo tratarlas como mujeres porque es lo que son. Y si pueden, PORQUE SON MUJERES y sufren igual.",0
" Las mujeres sordas, con baja audición, no verbales o sordociegas víctimas de maltrato pueden llamar al 016 con 900.116.016, SVisual, ALBA, Telesor, ATENPRO y la app PorMí. Al 112 con la app 112Accesible. Al 091 y 062 con SVIsual y app AlertCops. #ViolenciaMachista #Accesibilidad",0
"  Esa postura de manos es totalmente forzada. Se le nota.Con ese lenguaje corporal intentan dar la imagen de inofensivo, de ser incapaz de hacer daño, es un gesto sumiso. Eso debe pensar que son las mujeres y por eso utiliza ese lenguaje corporal, que se nota no es natural en él.",0
"Enrique Bonilla: ""La relación con Don Garber es estrecha y estamos trabajando con pasos firmes para buscar lo mejor para ambas ligas.Con Alejandro Domínguez de Conmebol la relación es cercana y hemos tenidos conversaciones para buscar lo mejor para la Liga MX""#CentralFOX ",0
 comete esta guarra asquerosa malolientaaaaa,1
 El sueño de toda feminazi  ,1
" — ¿Para qué mentirte? He soñado cosas hermosas y obvio que mi humor está por los cielos. Contestó con una pequeña emoción. Podría parecer una niña ante los ojos de los demás, pero iba a ocultar su propio humor. Como un acto de costumbre, Summer tomó le tomó la mano al muchacho&gt;",0
"PD: Me gustaría compartirle que, cuando yo era una niña y veía el capítulo de La crema y nata estrenándose en la tele, me vestí como si fuera a una fiesta de cumpleaños, queriendo sentirme parte de la celebración",0
Patriarcal = feminazi hablando ,1
"  Y de repente un ""cómeme la polla Pol"" XDD",0
PUTA GUARRA ,1
 DEMASIADO ES LA POLLA,0
"  Veo estas cosas y pienso que todo aquí está perdido. Porque vemos a esta gente a ñpoyan al hijo de perra de  y pienso que se han salido con la suya, que van a seguir cada día lucrandose de la tragedia de nuestra Nación.",0
Ok está fotico se merece estar aquí ,0
"Mi mamá es muy chistosa, acaba de decir ""el putis bobis"", quién dice eso, se le dice ""se cree el putas"" señora.",0
  Es mas veo mas oportunidad de cambiar cosas desde el disidente (el unico) que desde cualquier masculinismo.,0
"Eso es muy práctico Daniel , a caballero como a usted le compraron las conciencias y sin derecho a replicar pues ustedes son la terna mal intencionada del Uribismo , ya ni sus mujeres les han de creer cuando les dicen amarlas ,porque un día son de acá y al otro demuestran que son ",0
"Janis Joplin, la 'perla' rebelde que cambió el papel de la mujer en el rock, un símbolo de la contracultura de los años sesenta. Su personalidad arrolladora sobre el escenario supuso una revolución en la música rock, dominada por hombres. ",0
 Y que paso con la igualdad entre hombres y mujeres que pregonan las feministas  ???,1
"Que sí. Que tu matrimonio está roto pero nadie te ha pedido que vinieras a casa a follar como loco. ¿Verdad heterito? Este pobre hetero está divorciado, es lo que tiene que tu mujer te pille con dos tios en casa. Ahora vive de alquilado.Fc. Andres Velencoso ",0
" Es tampoco está bien contada, la historia va muy rápido y no te da más detalles ni de ella, ni de los demás personajes. Prefiero la animada, pero puede ser que se deba a que me identifico más con ella. Siento que esta nueva Mulán se hizo para otra clase de chica.",0
"Cuando una feminista diga que no existe el odio hacia los hombres o que el feminismo no es hembrismo le mostrais este panfleto, es que es para vomitar, y lo peor es que una editorial aquí en españa lo publica. ",1
las calorías no existen cuando estás en tus días:),0
"ojo analistas de Twitter, el racismo y la colonialidad (así como el androcentrismo) no son responsabilidad del acuerdo del 15 de noviembrezzzzz. La política es precisamente ir corriendo esos cercos, y no hay momentos de victoria/derrota a todo evento.",0
   Lávate guarra que hueles desde aquí,1
"La triste realidad de contratar tus servicios con un operador inoperante, como lo es  así es todo el día todos los días, todo el día, va y viene, lógico porque si dejan de prestar 48 hrs seguidas, tienen que compensar, son unos desgraciados, ojo es en todo el barrio ",0
 Estás embarazada amiga???,0
 zorra q sos si,1
"Una fanega de tierra, no escucha la onda, a Cachulu, a los Kantinas, y a sus p....madres. Prefiero ver al Barça en Segunda División que compartir afición con esa escoria. Y lo siento, soy del Barça antes que vosotros, por muy ptas del Jan que seáis. Abrazo  ",0
 Que ricas y grandes tetas,1
El pueblo entero esta con Arriaza Chicas aunque no les guste.,0
esa cara de putita merece mucho semen ,1
"¡Muy buenas,  Alguien me ha pedido que le haga el favor de mandarte a tomar por culo.",0
"120k por asesinar a las mujeres, ancianos y niños de su propio pueblo!!!Que esperamos el día de mañana en este sistema? resarsimiento para la MS  y B18 por todas las muertes causadas por la extorsión a su propio pueblo?  ",0
" Oye que vergüenza los hombres que vinieron acá a llorar su #NotAllMenEn lugar de hacer el proceso de reflexionar críticamente sobre el reportaje, se ofenden.Giles culiaos.",0
" Mujeres que tienen relaciones sexuales consensuadas, sin tomar ninguna medida de protección y luego salen embarazadas, para luego exigir un aborto, lo que le deberían practicar es una histerectomía. Las criaturas no tienen culpa de su irresponsabilidad.",1
" Mujer al volante, peligro constante y más si van de la mano se satanas!",1
#JohnnyDepp no se dará por vencido en su batalla legal contra #TheSun y #AmberHeard. El actor vuelve a la carga con una nueva carta de apelación: ---&gt;  #JohnnyDeppIsMyGrindelwald #JohnnyDeppisawifebeater #amberheardisthevictim #MeToo ,0
" me hace sentir como una mujer empoderada y eso que soy bato, MR",0
Me acostumbraría fácilmente a despertar todos los días envuelta en tus brazos,0
La secta hereje y cismatica FSSPX es muy atractiva para los jóvenes mucho ojo papás.,0
 Mi perra come mejor que yo y aún así no aprovecha dios mío,0
puta q me pariu porra cu buceta,0
#YoSiTeCreo#AlzamosNuestraVozAna Cristina Barragán en Instagram: “Esta es mi denuncia pública de las agresiones que viví durante dos años por parte de Mateo K. No quiero que más mujeres pasen por esto. …” ,0
" Dejar claro que la culpa no es del islam, sino más bien de la mala praxis de estos individuos con su cultura religión...Ni una menos, nos queremos vivas y libres, todas las mujeres del mundo.Sáhara libre ya",0
"la existencia me aprieta, me estrecha, arruga las sábanas de la cama de la calma y no me deja existir.",0
"Un amigo me hizo mansplaining, me dolió... pero más me encabronó.",0
"     Yo le creo a Lina, porque me ha pasado y es más, nos critican cuando no denunciamos y cuando lo hacemos también. ¿Quién los entiende? El acoso callejero es real y nadie debería padecer del mismo. Un chiflido, un comentario sexual o sobre el cuerpo no solicitado es acoso. Slds.",0
 no te conozco de nada pero quiero desearte mucha suerte con los exámenes que se te vienen. Pareces una tía de puta madre por lo que pude stalkearte y además quiero decirte que vaya guapo es tu gato,0
"Cómo me emputa que lo vean a uno de mal humor y lo único que se les ocurre decir es ""estás en tus días?"" istis un tus diis,babosos hijueputas",0
"La nueva #ExpressAclara de  es la mejor manera de mantener tu piel protegida e hidratada. Además, aclara visiblemente tus manchas ¡en tan sólo 7 días! ¡Pruébala! ",0
"Es la primera vez que la Corte Suprema aborda un problema de agresión sexual en la era del movimiento #MeToo y tras el brutal asesinato de la soldado hispana, Vanessa Guillén.Informa:  ",0
"Vi un tiktok de una niña que dijo que Sav no hace lives porque la ultima vez la bulearon(?) Tipo la molestaron mucho Y QUE WEA LES PASA CTMARE ELLA ES UN SOLCITO COMO LE VAS A DECIR ALGO MALO A ELLA SI ES UNA BEBÉEn fin, hagamos una tendencia apreciadola porque she deserves ",0
   denunciala x violar tu privacidad,0
todo es culpa del hembrismo,1
"  A vosotros os podría sodomizar un caballo y lo veríais bien si fuese ""de los vuestros"". Tengo compañeros que no cobran y vienes tú a hablar de invents...",0
     yo me hago la paja y vos coje por orto asi evitas el aborto  frigida,1
           Sigue viviendo en Argentina con la ex mujer del Lobo Fisher?,0
"#FórmulaEmpresarial | En el marco de la reunión con Global Business Partners la  estableció fortalecer relaciones comerciales, sociales y educativas con Estados Unidos.  ",0
"  usando nuestra #tiedyeshirt  .#simplementeequiseslamarca #lamanada #guadalajara #rapmexico #streetwearmexico #mexastreet en Guadalajara, Jalisco ",0
 En plan yo la falda la llevo como 6 dedos por arriba de la rodilla y cada vez que me levanto para participar en clase mi profesora “llevas la falda muy corta” delante de toda la clase y es como vete a la mierda porque solo me lo dice a mi aunque todas la de mi clase la lleven así,0
#viernes una forma de medir el avance de la consolidación democrática en un Estado consiste en revisar el grado de igualdad real entre mujeres y hombres en la sociedad. #PorUnaJusticiaIgualitaria ,0
" no los defendí, eso fue hace años así que al pedo encima se disculparon pero los tuyos aún no lo hacen y no vengas con que no saben porque todos son hombres mayores con más de 20 años que razonan y saben las cosas porque están metidos en ese medio encima en PLENO 2020 plsss",0
Estrecha Lazos de Colaboración Mariscal Alvarado con Contadores Públicos ,0
"En su momento,  #Espectáculos informó que Bill Cosby, quien purga una condena de hasta 10 años por cargos de asalto indecente agravado, culpó al ""#MeToo Hysteria”, como llamó al movimiento, de que lo declararan culpable. Retomó Plano Informativo ",0
Si soy muy insegura no me digas que soy como una niña,0
Neta váyanse todos a chingar a toda su perra zorra madre.,1
   El aborto es legal en Arg en 3 condiciones: Por violación Por incapacidad mental de la persona gestanteY si llevar a cabo el embarazo trae daños a su saludSi entendemos el concepto de salud que abarca mas que solo la salud física de una persona +,0
Pasando por esos lugares y no poder comprar nada...y eso que vi a una chica que compró un póster grande de la última foto...pinche pobreza :'v@BTS_twt ,0
" agos espero que se haga justicia por vos y las demás chicas, voy a tratar de difundir como pueda",0
  ¿Estaban mejor con Macri o los milicos? No. ¿En Chile las mujeres deberían poder decidir sobre sus propios cuerpos y los super ricos pagar impuestos en vez de evadirlo? Si.,0
 WEY TE DIJE!!!! Alv los vatos ya! Mujer empoderada autosuficienteAhí te güacho,0
En Euskal Herria no sufrimos este conflicto de la misma manera porque el peso del PSOE y de Podemos en el feminismo es anecdótico. Igual hay que recuperar el debate sobre el daño que hace la instrumentación partidista del feminismo autónomo.  ,0
"Quiero decir, este famoseo, se mete ahí en busca de gente de su misma clase social, como Nobles del SXXI que son (o se creen), no quieren a cualquier ""chusma de barrio"". Pero oye, luego a tope con el #BLM, #MeToo, #WelcomeRefugees ,  un ejemplo mas de la hipocresía de esta gente.",0
"No sé que pasó en Rayuela, aún, ojalá se aclare Lo que si se es que el victimismo vende y es un buen negocioVende más que un bar",0
"Por ejemplo, a mi chica le gusta muchísimo el programa de Silvia Abril y Toni Acosta en la SER y lo escucha casi a diario, pero cada vez que me lo pone para que lo escuche con ella me quedo tal que así: ",0
 Eres la mujer de mi vida yo no sé qué tienes pero lo tienes eres sensual por como escribes se ve que eres estudiada además eres exitante y eres libre ... En fin eres única te quiero mucho ...ojalá pudieras leerme me sentiría halagada y así sabré que me viste aunque sea,0
" Yo ni se cómo se hace la bendita consulta. Pero no te recuerda esta situación a la pregunta de Jesús a la mujer adúltera? Sres, existe el libre albedrío y cada quien que haga lo que mejor le parezca, no somos manadas!",0
"Hola, soy una mujer libre de las clases de inglés",0
No sé cómo no se dieron cuenta que este país estaba destinado al fracaso cuando la Radio Ya hizo aquel concurso premiando a la adolescente más joven en quedar embarazada y el premio lo ganó una niña de 15 años.,0
" Jajjajajaj jamás hagas eso, la masculinidad siempre es atractiva",0
no aguanto ni un día más sin tener tatuado lo de tú y yo chelo y te quiero y siento que no me hayan gustado las mujeres etc,0
Leyendo las discusiones de feministas tipo ,0
 TEAM NIÑO hay muchas diferencias de cuando estaba embarazada de Kimita :red_heart: ,0
"Protegerte y no hicieron nada.Estan hartos de decirte que sentir odio es totalmente normal y forma parte del TEPT.Para que ahor svenga ESCORIA y lo digo bien claro  ES CO RIA capacitista zen mrwonderful q han vivido una vida color de rosa, a decir q si te hicieron algo(+)",0
"  Siempre se busca salvar la vida de la persona. Pero estar embarazada no te pone en riesgo y si ese fuera el caso, se aborta legalmente",0
 Lo que sea con tal de no reconocer la superioridad del Madrid... escoria,0
 Yo le hablo a mi gata y a mi perra y las dos me entienden.Te aseguro que entienden más que muchos,0
 Excelente decisión.,0
"            a) Si el embarazo fuera producto de una violación, con el solo requerimiento y la declaración jurada de la persona ante el/la profesional o personal de salud interviniente.b) Si estuviera en riesgo la vida o la salud integral de la mujer o persona gestante.",0
  Este es el nuevo #notallmen? Akshksjs,0
razon n 142 de porque odio a las mujeres ,1
" Habla con propiedad, el hembrismo moderno. No es feminismo. Un saludo",1
" Eso si, los gobiernos deben priorizar acciones como acceso gratuito a anticonceptivos e información sobre planificación familiar. La clave es sobre todo, que las mujeres tengan la cantidad de hijos que ellas decidan, sin coerción alguna. O también, tengan la libertad de no tener",0
 ESTE VIRUS FUE HECHO X UNA #FEMINAZI ARDIDA MALDITASSSS,1
"+ comenzase a verla como una mujer.Vaciló, sonriendo levemente de nuevo, dejando que una pequeña, breve y suave risa brotasen de sus encantadores labios.—Hah. . . hoy estás más obediente. Hmhn.—Su rostro se acercó hasta el cuello de su hembra, donde su nariz comenzó a +",1
vaya culo guarra,1
Rusia ve en el reconocimiento del Sáhara como marroquí por EEUU una violacion del Derecho Internacional  vía ,0
 vos callate feminazi mata bebes,1
" Compiten entre ellos,los fachas investigadores epidemiólogos,a ver quien la dice más gorda",0
"la gente que se pone a acosar a otros porque si no hagas a los demas lo que no te gustaria que te hiciesen a ti. te puede caer como el culo alguien, pero superalo y pasa del tema. vive tu vida",0
"    es vd, se me olvidaba colega.bueno chicas no pasa nada, m quedó solita",0
"533 casos de covid, y un par de GALLINAS CON EL CULO ROTO, esto se fue de las manos ",0
 Aguas no se vayan a ofender las señoritas,0
" Yo soy mujer, ""vulvoportante"" como le gusta llamarme a los progres. Y no me vas a hablar vos ni nadie de la opresión que sufrimos las mujeres y menos que menos de abortos (d los cual te puedo dar una cátedra si queres). El mansplaining déjaselo al patriarcado. Por acá no es...",0
"Lo que más me jode es ver cada vez más hombres que literalmente no saben qué quieren para ellos, para su vida, para su futuro. Me molesta porque nos hace quedar mal a los demás solo porque deciden estar en el camino del victimismo. Es lamentable.",0
"A todo señor, todo honor.... Me acaban de llamar una señorita muy amable de  que POR FIN entendió cual es el rollo y sabe como resolverLO. Excusas por la grosería, en ese Call Center me la volaron.",0
"    Tú te pareces más a la ultraderecha que las feministas, con esa misoginia que te gastas. El odio tuyo hacia las mujeres no los ves ¿no? Normal, siempre mirando para un ladito.",0
"El chico se estaba paseando por los pasillos con una falda corta, pero se encontraba bastante tapado de la parte de arriba.—Quiero cenar — se encontraba perdido entre tanto pasillo, era muy grande el lugar.",0
q lindo es ver q cada vez más morritas leen sobre distintas ramas del feminismo — créanme q ayuda mucho ver las cosas desde la perspectiva de otras mujeres diferentes a nosotras para comprender mejor la lucha&lt;3 poquito a poquito pero siempre aprendiendo,0
"Soy super Dino, no me hablen chica/os alejense de mi, no ven que tengo problemas?? asustense. dejenme ser como soy!! mamá no es una etapa, naci, soy y morire Dino para toda la vida! soy super edgy me delinio oseaaa soy super Dino quieres que sea tu Danonino edgy?? lo sere!",0
"El hombre muere y la naturaleza prospera porque el primero necesita del segundo y no viceversa. Por eso, si alguna vez dejara de existir la humanidad, la naturaleza se apoderaria de aquello que alguna vez ellos crearon, dando así un espectáculo: un renacer.",0
"yo recuerdo que leí un ff que estaba re piola, lo juro todo era amor y ternura, llego el final y fue una mierda, no lo digo en la manera que fue fea, si no que todo se fue a la chucha y yo quise morir aun lo recuerdo y están trsite",0
Y cuando saquemos a las chicas de UK y se hunda ese pais then what? ,0
"Bee bus line..., hay otro retraso mas que agregar? Y no muestro el número para no doxearlo aunque se lo merece ",0
"    Candela, de Filosofía. Raquel, de administración, Doscientos setenta euros al mes, la factura que abono yo en exclusiva porque su madre dice que no tiene.Muchos soportamos las cargas y tareas de una casa y a cambio tenemos mujeres y ex que solo saben el nombre del pediatra.",0
"   No me digas, en q estoy obstaculizando dicha investigacion? si hablamos d pruebas sobre el narco gobierno las hay d sobra. Corrupcion, robo, asesinatos tràfico d drogas robo multi millonario a PDVSA preguntale a la 1era gòlfa d la cilita cuantos millones d euros tienen sus....",0
"Por organizarte te van a llamarTerrorista de baja intensidadLo llaman terrorismo a estar contra el sistemaTe vigilan estás en la listaTe vigilan, te llaman terroristaSe estrecha el cerco mil miradas sobre ti"". Te vigilan-Elektroduendes",0
REBELDE- y recuerda una mujer de verdad es la que se convierte en lo que ella quiere ser y no lo que el mundo le dice.,0
"sigo a una chica en insta que fue madre hace poco y que no para de hablar de ser madre y del bebé y de bebés en general,,, atraída por la idea de repente no voy a mentir",0
" Cómo no va a ser una creación de los dioses con su rostro de niña coreana, quieras o noo",0
A la peña se le olvida k usar el victimismo como única forma d k tus colegas t aguanten y salgan contigo por ahí tmb es manipulación xd,0
"Ya es hora que todos los del montaje caigan, cierto Senador de las FARC? Hasta a esa escoria llegarán ",0
polla sabor sandía,0
" Pero quien eres tú para pedir nada, Luis por favor si no te conocen ni en tu casa jajajajaja. Y este men se tendrá que lavar la polla pero tú igual necesitas lavarte el sobaco de vez en cuando que huele a otaku que tira para atrás. BesitosPD:espero tu mención a mis seguidores",0
 fosky VMP me pareces el tio más de puta madre junto a pedro de ese grupo. si te metieses más a la play te conoceria más y la verdad que no sé xq cojones me enfade contigo. eso que me caes bien y que te metas a jugar o a charlar una de dos.,0
"  No voto a ningún partido, pero el PP no tolera que nadie le tosa al jefe, menos aún si es mujer. Recordemos a Rita Barberá, Esperanza Aguirre, Cristina Cifuentes y Cayetana Alvarez de Toledo. Ahora a por Ayuso? Mucho feminismo, pero desde 1978 ni una sóla presidenta del gobierno.",0
"Ishtar tiene más oportunidades que yo de follar porque:-Es una diosa, pero fértil, no como yo que estoy estéril total por vieja (?)-Es humana, nadie le va una mujer maldecida y condenada a vivir como una semidiosa (?) x2-Tiene buen culo, no como yo (?) x3¿Sigo?",1
 por eso es mejor el masculinismo va,0
" Totalmente de acuerdo, pero todas las mujeres no lo saben y quienes lo sabemos lo aprendimos con el tiempo.",0
" cuenta reprimida por el gobierno, ya regresé con más ánimos #amloMALANDRO #AmloElFracasoPresidencial #LopezElPeorPresidenteDelMundo #LopezGobiernoFallido #lopezNoPudo #LeQuedóGrandeLaSilla #amloTraidorALaPatria ccp.    ",0
hoy me siento una mujer empoderada,0
Esto es súper importante. Entender que este virus se ceba con las mujeres precarias es una razón más para que cuidemos y nos cuidemos       a través de ,0
  Que huevazos tienen esos milicos!!!!!!. La miran mucho porque no pueden creer que exista semejante ser vivo! jajaj vieja fiera!. Cuando era chica la mamá le colgaba un bife del cuello para ver si el perro aceptaba jugar con ella!!!!!,0
"Esto es político y quieren meternos al ""marimacho"" de    por los ojos.  ",0
 nOOOoOOo coMo PuEDeS dEcIr EsOOOooOoo #nOtAllMeN  WAAA WAAA,0
igual prefiero q vayan con james a q con el gringo q fueron las pinks la última vez porq ese se ganó todas mis ganas de cagarlo a trompadas y se NOTABA lo incómoda q estaban las chicas pero bue la audencia es lo q importa acá!!,0
    Pues coger un taxi después de haber jugado con la polla afuera un partido durisimo si debe ser un tedio.,0
   Una mujer rebelde defiende a su mujer hasta el final..yo quiero a quien quiero y se acabo,0
" Cursillos de pérdida de habilidades sociales e introducción al acoso.No todo el mundo puede dar cursos la verdad, no saben el daño que hacen con: el que piensa que aprende a ligar y todo está justificado (aprenden a ser insensibles), y a las mujeres que se encuentran con esto",0
 Por favor hagamos trending copia los hashtags entre más posts más alcance tiene #AZTECANOTICAS #TELEMUNDO#NOTICIEROSTELEVISA#TELEDIARIO#PFPapoya #pgj #GobiernoDelEstado #PFP #PGR#CNDH #yositecreo #niunamenos #CIDH #CDMX #SEDENA #GuardiaNacional,0
"     No hay información en ningún lado de donde ha sacado esa fortuna? Han borrado toda la información para dejar en ma lugar a la chica? Al final vas a ser tu más conspiranoica que yo, las élites borran todos los datos de vuestra gente, que mala suerte.",0
