text,sexism
@LehderTommy Lo que quiero es que dejes de hacerte la estrecha.,1
"En los casos en que el aborto no es contrario a la ley, los abortos deben realizarse en condiciones adecuadas. En todos los casos, las mujeres deberían tener acceso a servicios de calidad para tratar las complicaciones derivadas de abortos...",0
"Que un hombre exija que las mujeres nos hagamos histerectomías, no me sorprende porque ajá, igual nos matan.¿Pero las mujeres? ¿Saben lo que las histerectomías hacen? Es uno de los últimos recursos ante el cáncer... tu me dirás.",1
Que no se acabe el 2020 sin saber que BICHOTA no habla de una mujer empoderada sino de una traqueta,1
"@LeoLopezLujan @ColegioNal_mx @ENCRyM @INAHmx @MusTemploMayor @Arqueomex_ @acadmxhistoria @cmch_historicas La reina ejercició el poder como si hubiera nacido como hombre, ella para ejercer el poder se masculijizo, repeujo al sistema, poder y cultura patriarcal. La virgen de Guadalupe es la reproducción símbólica de lo que debe ser una mujer en el mandato cultural patriarcal",1
Mucha gente es atractiva hasta que conoces como piensan...,0
Putas jonas pichas https://t.co/6digVe6f9g,1
Fer: disfruta esoAlso fer: no seas tan perraDecídete @bbichiyal,1
"Se va un año donde la gran mayoría perdimos seres queridos, en lo personal es un año de mierda, pero es el año donde mi sueño más grande se cumplió, nuestra ley tan esperada y luchada, me pone tan feliz saber que cada lucha ganada nos acerca a ser mujeres cada vez más libres",0
@PietriEduardo @gustavovelezpr Qué viva el socialismo y sus políticos!Felíz año para usted y su familia. Qué el 2021 le traiga todo lo que desea y se merece.,0
@goldenffelton yo de primera las demás putas,1
Ustedes andan por toda la cama hasta encontrar su punto comodidad o son normales? Mami dice que parece que tengo un gusano el culo...,0
"#Yucatán | El accidente se registró cuando la fémina circulaba a bordo de su compacto y por motivos desconocidos, perdió el control del volante. https://t.co/iSCwYcXH3E",0
"@BHLRequiem @SiberetSiberet @MalditoRallo @Shine_McShine El lameruzo dice ""sanidad privada"" para cubrirse las espaldas porque obviamente todo lo privado es un negocio. ¿Argumentos en contra de la sanidad privada?: Socava la calidad de la sanidad publica y viola el principio de igualdad entre ciudadanos.",0
Que Mujer del bien esta lucia!,0
"@monicazalaquett @mjose_zaldivar Como mujeres deberían empatizar con las miles de madres en esta lamentable pandemia, queremos proteger a nuestros  ellos no saben de distanciamiento físico, están en plena fase oral, ustedes son madres y lo entienden #LaPrimeraInfanciaImporta https://t.co/nibq8vS9ug",0
"@cquijorna Mi chico, qué orgullo verte crecer. Orgullo estar ahí desde tus primeros días en Madrid. Qué orgullo haber compartido días, risas y trabajo durante unos meses. Y qué orgullo tenerte como amigo. No necesitas suerte porque a una persona como tú solo pueden pasarle cosas buenas",0
Por favor hagamos trending  #AZTECANOTICAS #TELEMUNDO#NOTICIEROSTELEVISA#TELEDIARIO#PFPapoya #pgj #GobiernoDelEstado #PFP #PGR#CNDH #yositecreo #niunamenos #CIDH #CDMX  #SEDENA #DIF #ProgramadeProteccionaMenores #GuardiaNacional#NIUNAMENOS,0
"@Janiko108 @soyselenah @PresImplacable @MarvinMijares5 @richardyreload @ejdecena Se dice ""palurdo"" y no se trata de una chica, es una persona con nulos principios de lo que es el respeto, igual que el resto de ustedes, que se burlan de otros y vienes con tu descaro a mencionar la palabra ""ética"". Desinféctate los dedos de coliformes fecales antes de escribir",0
"La violencia digital es acoso, hostigamiento, difusión de material con contenido sexual, en internet sin el consentimiento de la persona, afecta dignidad, integridad, seguridad, libre desarrollo y proyecto de vida, advirtió la instructora @CODHEM Venus Xóchitl Araujo Millán https://t.co/zIEkYmL3KD",0
"me tuve que levantar temprano pOR UNA PUTA CLASE QUE SE SUSPENDIÓ y ahora me tengo que bancar los rUIDITOS INSOPORTABLES DE LA NIÑERA INTENTANDO DESPERTAR A MI HERMANA, FLACA YO TE AMO PERO PARECES UNA MOSCA ASÍ, CERRA EL ORTO QUE QUIERO DORMIR LRPM",0
Me quejo que estoy gorda y aca estoy comiendo un sanguche de fiambre con teres,0
"@GomezMelisa_ Un chico es obligado a casarse con la hija menor del dueño de un dojo, pero tanto el padre como el chico sufren de una maldición por caer en diferentes ojos de agua, y al chico lo simpean una loca que lanza flores color carbón y una chica que también cayó a un ojo de agua.",0
"@Timy_yo @37_diana_ Encantada de que me incluyas, porque me siento identificada con muchas de tus palabras en tus twits. Y como mujer libre por supuesto.",0
@cam1fernandezz Siempre para vos también. Te quiero gorda❤,0
"—Y ahora tenía otro accidente.Su coche había decidido fallar y se había estampado en una calle estrecha y vacía cerca del centro. Golpeó el volante bastante frustrado unas cuentas veces, y entonces miró el panel y activó unas cuantas opciones para dejarle un mensaje en vídeo &gt;",0
"@Marianamorenoz Yo considero que la gente no tiene por qué justificar esto, no se deben explicaciones por mas que te miren feo, el camino de uno es otro y ya. Pienso como tú y vivo en un juicio constante a mi alrededor, mas intenso de las mujeres con las que he intentado estar.",0
Santa Fe se queda con la liga femenina este 2020Están a quince minutos de ganar las chicas de santa fe https://t.co/sE3Owxh5XL,0
"@Tattoodoblado1 @FinanzasNewsHn @Sola_Pieza @ACFQ20 @yakuzacatracho @maurmigliore @bezerides @Jorgereyes1970 @PizzatiAzucena Son unas bestias!!Como si no tuviera suficiente ya la gente, con el hambre, huracanes y este gobierno inútil., para que vengan estos animales a fregar también.",0
"Dijo Jesús...ENTREN POR LA PUERTA ESTRECHA, PORQUE ES ESTRECHA LA PUERTA Y ANGOSTO EL CAMINO QUE LLEVA A LA VIDA, Y SON POCOS LOS QUE LOS ENCUENTRAN. Y ES ANCHA LA PUERTA Y ESPACIOSO EL CAMINO QUE LLEVA A LA PERDICIÓN, Y SON MUCHOS LOS QUE VAN POR ALLÍ. https://t.co/FShaTlbaFS",0
"Como dije anteriormente en algún momento voy a terminar viviendo con uds jajsjs, mentiris pero realmente le he cogido un amor muy grande a usted y a todos en general, gracias por quererme tanto y recibirme tan bien, espero sodomizar mucho mañana con ustedes",0
"@Bubble_Pink_Lac Dígale aquel, ya que tanto está al culo de él",0
Empoderamiento femenino con #SalarioRosa https://t.co/3I03oQOhES,0
"En el androcentrismo que ha calado desde su creación en el campo de los DDHH. Vemos que la conceptualización de derechos ha ignorado frecuentemente las necesidades de la mitad de la humanidad más discriminada, excluyéndolas incluso durante décadas de su formulación directa. https://t.co/G8wOK3KFEc",0
"22, por su parte, habla con voz de una mujer adulta. ""22"" es un nombre apropiado para esa especie de fantasma rebelde, inconforme con la idea de asumir alguna identidad. Sus reflexiones, lejos de ser inocentes, son interesantes como profundas; y amé su reticencia a la humanidad.",0
"@seguridad_vital @alftrivi @DGTes @CGHIRSCHFELD @policiaboadilla @ACPspain @PabloMunozCa @La1_tve Yo soy ""especialista"" en denunciar las infracciones cometidas contra los ciclistas en Madrid. A ver cuando los ciclistas dejamos el victimismo y hacemos un poquito de justicia. La impunidad, fabrica la exclusión y el confinamiento de los ciclistas.",0
"@yogurin007 @SombreroDePizza @papitoflowbakno @nouhaila_14 Las mujeres no están mejor con más o menos kg, todos los cuerpos deberían ser respetados y queridos por igual.",0
@BasadoKebab wtf JAJAJA se nota que tienes falta de comprensión te guste o no ella es una mujerno llores,0
"Dios, como tan siquiera te atreves a intentar tirar hate a j0on, cuando ese hombre se caga en ti y en tus favs con su IQ, su ingles muy bien pronunciado para un coreano que no tuvo ningún estudio o influencia con el idioma, para un rapero, productor, escritor,",0
"@Pontifex_es rezar enciende la luz para saber en todo momento hacia donde se tiene que ir , dios da a cada hombre y mujer un destino y una conducta en la vida , solo tienes que llevarla con dignidad que el ara el resto,  da a cada hombre y mujer lo que necesita en realidad",0
@angiesss89 @PonchoYezka @Oye897 @flaviofdzz @FlavioFdezInfo @FlavioFdezES @FlavioFdzArg @FlavioFdzEcu @FlavioFdezMx PORFA PONCHO!!  @flaviofdzz  merece que más gente lo vaya conociendo y escuchándolo en @Oye897,0
Del 1 al 10 mi cara está en un 11 de fea,0
El Supremo confirma la condena a dos miembros de #LaManada por un delito contra la intimidad  https://t.co/b8TXDeNowQ,0
Hoy en el día de los #DerechosHumanos cerramos los #16DíasDeActivismo con una actividad de @Humanitycol en el Centro de Atención Integral en #Maicao. Tratamos temas de prevención de violencia de género y empoderamiento de las mujeres #Unete #StandUp4HumanRights https://t.co/jQJVNCBHlG,0
"Para qué te vas a quitar la vida, si no se lo vas a poder a contar a nadie como lo estás haciendo ahora?...la vida después de la vida, no existe...si te mueres; te jodiste...te vas a podrir como un perro aplastado en la carretera, y los gusanos te van a violar de lo lindo...... https://t.co/jlmtA6gxD1",0
"¿Saben qué? a veces no me me pesa para nada desearle un mal a la gente que YO considero que se lo merece, total yo no soy Dios ni Kant, y me parece peor tratar de convencerme o fingir ser una persona que no soy.",0
@IdiazAyuso @sanchezcastejon Siempre metiendo mierda y creando victimismo. Talvez debería decir la verdad sobre tu famoso hospital y a quien le has asignados algunos contratos sin concurso público.,0
#Isabela se unió a través de un Plantón en En El Portón para exigir justicia por todos los casos de violencia en contra de las mujeres en #Galápagos #YoSíTeCreo https://t.co/mZ2qSwLChF,0
"@leslechristine4 @VidalMoll @Jaguarpcl @UNIVERSO_1899 la gente del Barca esta en genera hasta los huevos de Font. el alter ego de Xavi, de Laporta el alter ego de Cruyff iy de toda una serie de personajes que no tienen narices de defender al Club y se dejan sodomizar por los medios de Florentio, son unos subditos de Florentino",0
"@Mrcorread Hola Rodrigo, así como a veces ves pérdidas, también verás que muchos días hay ganancias, la rentabilidad cambia todos los días, eso es lo que se ve reflejado en tus ahorros, lo importante es trabajamos para que a largo plazo, tus ahorros siempre puedan crecer.",0
"Si fuera de todos, la escoria no estaríais donde estáis @agarzon @PabloIglesias https://t.co/3OT1U3teFJ",0
"#YoSiTeCreo, lo que no tengo claro es a cuál...  https://t.co/5rDH7q2gfK",0
De verdad que como la cagó el programa enseñando las putas fotos porque hoy estaríamos todos flipando #MaskSingerFinal,0
@Jasafella Que no nos sorprenda de esta escoria gubernamental que tenemos.,0
No le da cosa que los papás del colegio donde trabaja vean sus fotos bochornosas? —  bochornosas? la gente es muy mojigata!  https://t.co/OBsfSnksIQ,0
"@HenryAbu7 Ni educación tiene para expresar, nos van a fregar dice estan desesperados dice n es posible q un solo personaje quiera gobernar, q bruto, y q,acaso piensa q tiene q haber 2 presidente, con Nayib basta y sobra ,lo q falta lo ponemos nos,el 28 feb y con eso",0
"Alberich Meffert Bormann (Ciudad de México, 12 de agosto de 1982) es un actor mexicano. De origen alemán, inició su carrera como actor en pequeños papeles especiales en Rebelde y Tormenta en el paraiso luego participa en la telenovela Palabra de mujer.https://t.co/uVQbPVtDAC",0
"(2) Que había quemados, claro. También ahora. Pero, se estaba libre de este neopuritanismo en el cual hemos sumido nuestra libertad. De arriba para abajo los de DDHH vigilando, velando por esta puritana sociedad que, mojigata, se estremece al sonido de un pobre cohetillo.",0
@Dannysexypack Muy atractiva imagen.,0
Yo en 3° de la ESO hice una polla y un coño con plastilina y a día de hoy sigo orgulloso de mi trabajo. No me compares unas casas con semejante obra de arte https://t.co/4lKRYyx3BQ,0
@ElSaltoDiario nadie podía esperarse la cantidad de #notallmen en las respuestas... Felicidades por el artículo,0
"@Pacole @PabloSrCasual @JoseMezaPereira Por que asesinar a un ser que no pidió ser engendrado lo más lógico que se operen mujeres y  hombres,cual es el afán de hacer algo así ?",0
"A ver, explico: Nuestro ejército no es tan ejército es como cuando mi prima no estaba tan embarazada, sólo iba a tener un bebé.  https://t.co/rg14IeWNVq",0
"@musta_agus @Sabrillosa @ismadbzz2okkk @ninozerg @mmmifla @cyberbasura Igual ese no era el punto, sino que la mayoria de las mujeres trabajan porque no les queda otra o simplemente porque quieren y que por eso tambien aportan economicamente a la crianza",0
"He recorrido un largo camino para llegar a donde me encuentro hoy. No he caminado solo, todo ha sido trabajo y aprendizaje de gente de nuestro partido. Morena cree en mi como yo creo en los jóvenes, mujeres y hombres de nuestro estado. ¡Veracruz somos todas y todos! https://t.co/GjQZ4NZbeH",0
"@BTS_twt Culo la persona que vaya a editar esta foto y le ponga unos co dones, por favor no lo vayan a hacer, somos gente civilizada por favor...",0
"#LaHoraDeLa1 Me parece muy bien q hoy rellenes espacio con esta desgracia, (mejor dicho aprobechais )Ayer murió un hombre en la calle ,no tenía vivienda, como no era tan expectacular como lo de hoy, pocos tertulianos lo mencionaron,¡era 1 solo!",0
@iOficialWos @mennsajes @Luberti1 JAJAJAJAJAJAJAJAJAJJAA FULL CULO PATIN,0
"@DMisach @LidiaCorrales12 @alvarezrodrich Ah sí??? Ósea un grupo de hombres y mujeres con piedras iban a asesinar a personal, con chaleco, casco, escudo pistola lacrimógena y pistola de balines?? De veras! Vaya, qué tal ponderación del peligro de muerte que tienes, cuidado que con esa perspectiva, puede morir tuiteando",0
@SrtaTumba Y que eres más de sodomizar al LoL.,0
@05Illera @MurciaPolicia Que lleves 12 años haciendo mal las cosas no significa que te de derecho a no tener la sanción correspondiente. Está prohibido aparcar así y han estado mucho tiempo haciendo la vista gorda.,0
Sin comentarios....#familia #lamanada https://t.co/eTl0SMAisz,0
"una alumna de mí mamá le agradeció por el classroom las clases y después le puso ""un saludo a su perra"" espero que haya promocionado la materia",0
"Qué puto asco dan algunos hombres, nos siguen viendo como animales a cazar. Y luego que por qué tenemos miedo a todos y que si #notallmen https://t.co/oZlyFd9GCP",0
Isma en el Assetto: Tus muertos puto Jorge mira por donde vas que me has roto el alerón trozo pollaGuiri random de la carrera: Well i gotta ger some sleep gn!,0
"@parialapsus @miseriadigna22 @blancovsky @CaamiLopez_ @excitedmambo @livewithoutt 7- naciones del mundo, ha interferido en asuntos internos de nuestro país esgrimiendo hipócritamente el argumento de la violación de los derechos  (…) Negamos sinceridad y autoridad moral al imperialismo yanqui para defender los derechos humanos más allá de su frontera”.",0
@Arameo8532 Ya murió otra escoria...recordá que todos esos mierdas son dinosaurios y ya les va tocando la hora.,0
"todas nos unamos por el bien de las más vulnerables. En Argentina las únicas muertas deberán ser la culpa y la vergüenza. Respeto las opiniones opuestas, pero hay una emergencia que predomina. No más mujeres muertas en este contexto.",0
"Me dijeron que enamorarse la Soledad es peligroso, es la primera vez que no me mienten.Es atractiva, adictiva, y hasta narcisista.",0
Los fascistas se ríen...pero conociendo de varios casos que fueron demostrados...#YoSiTeCreo https://t.co/StrAsDE88C,0
"Como que no adivine, IGUAL SERE TÍA DE UNA NIÑA  https://t.co/uKiM8fnv6q",0
@Pepeper83204712 @AlexiaFindom6 ha sido todo lo contrario a victimismo pero si tu comprensión lectora te traiciona ahí ya no puedo hacer nada.,0
"#1Dic #Diáspora@dsmolansky: El cierre de fronteras no ha impedido que los venezolanos huyan ante el colapso de servicios, hambruna y la violación masiva de DDHH de Maduro. Cada vez son más quienes cruzan por trochas o toman un peñero para salir del paíshttps://t.co/PGkJosTkGr",0
"Noooo, no me gusta shippear en si.... Cuando era más chica (15 o 17 años) si lo hacía pero comprendí que puede ser extremadamente incómodo y molesto para esas personas así que deje de hacerlo. https://t.co/HQfoUFGCwE",0
"@StanDosComicos Poco a poco Totò, no es para nada fácil. Yo perdí a mi padre hace 8 años y he aprendido a vivir sin él, sin embargo, no hay un día q no lo piense, ese es un amor eterno.Deja atrás los errores Apa xq nadie es perfecto, valora su legado y su obra, uds  hombres y mujeres de bien",0
@sofiaxnuez @SamuuuG_ @Brunofdez_ mi polla en moño,0
Pero que arrastrada le dio la defenza de Arriaza Chicas a esa comisión en asamblea...,0
"@Mazelmind @PJoliCo ¿Dónde está el error en defender la Constitución y la igualdad entre los ciudadanos, HDLGP?",0
@MFernandaRey Eso es ser persona con alma. Bendición para esa chica y nuestra patria . Somos más,0
¡Otra saga por arruinar!#mgtow@bibliotecahlhttps://t.co/lz9M4pWN39,0
"— ¡Morgan era un rebelde! Reconocería el material de sus armas a mil leguas —los murmullos entre los integrantes de la reunión comenzaron, pero ninguno ponía en duda las palabras de la mujer. — ¿Por qué si no estaría en este barco? Alguien le debe haber chivado el +",0
O FINAL KKKKKKKKKK SAPO HIJO DE PUTA https://t.co/x96UDmp1L8,0
Le estoy dando el reconocimiento que merece a 'tis the damn season porque aquí si hay taste.,0
@sigridbazan A ver señorita singridbazan usted que tanto habla de política una pregunta porque entonces busca postular al congreso y como es la manera que según usted pretende acabar con esta problemática social cuales son sus propuestas hablé y no critique no sea una más,0
Cerca de mil 200 personas han sido capacitadas por el personal del @ISMujeressonora en la aplicación del Modelo de Protocolo para Prevenir y Atender el Hostigamiento y Acoso Sexual en diferentes ámbitos... @gobiernosonora  @ClaudiaPavlovic  https://t.co/KuuWhTICBu https://t.co/nfsTiYxlsj,0
Se hará pública la identidad de los jueces y se expondrá su historial de veredictos? Aquí #lamanada son los que han dictado la pena. https://t.co/zxi4rEUIqu,0
@Fernandaxim1811 Por favor hagamos trending copia los hashtags entre más posts más alcance tiene #AZTECANOTICAS #TELEMUNDO#NOTICIEROSTELEVISA#TELEDIARIO#PFPapoya #pgj #GobiernoDelEstado #PFP #PGR#CNDH #yositecreo #niunamenos  #CIDH #CDMX #SEDENA #GuardiaNacional,0
"Es lo que vivimos las mujeres desde que somos niñas. Y se nos enseña a sentir culpa, vergüenza y guardar silencio. Todas las mujeres tenemos más de una historia de este tipo como mínimo. Y muchas experiencias peores desde en la infancia.",0
"https://t.co/Jj4DWciuyIAsí limpiaban las mujeres a las que hoy se les ""obsequia"" con una limosna de pensión, por no haber cotizado en su día.@PorComando @YayosCartagena @Coespemujer_ @DiciembreYo @PlataformaPvk @0limpia",0
@ChicoAmaro_ @anizzx_ Chico #MGTOW ser vdd?,0
@LuisCarlos @aquiles_baez Tomada #4Dic una vista muy atractiva de #ElAvila#Caracas #Venezuela Credito Regulo Bueno (Samsung J6) https://t.co/q5k8OofcbF,0
@RyuujiEVA01 La verdad es que me he partido la polla mientras se le caía la cara de vergüenza porque los otros dos compañeros están durmiendo lmao,0
"“En política, querido mío, y vos lo sabéis tan bien como yo, no hay hombres, sino ideas; no sentimientos, sino intereses; en política no se mata a un hombre, sino se allana un obstáculo.”— El conde de Montecristo por Alexandre Dumashttps://t.co/ouyBOJpRXQ",0
"Es que tócate la real polla a dos manos.Que consultar a biólogos sobre animales es falacia de autoridad.No, si te parece para saber sobre animales le pregunto a mi tío Paco el licenciado en historia del arte, o a mi médico.",0
"La #piña  para esta niña es una de sus #frutas FAVORITAS, para el #desayuno, como #postre o como colación es la opción perfecta , ya que además de deliciosa tiene muchísimas propiedades que ayudan a nuestro organismo. .Conoce todas las propiedades de la piña. https://t.co/v8tbIQSqM6",0
"Al menos high school musical no es como camp rock, camp rock no tienen ningún buen personaje. Mitchie era la peor escoria, Shane era un sorete maltratador y los otros eran todos bosta irrelevante.",0
"@ninabc2102 @lopezobrador_ ¡Nunca! Cuando digo nunca, es ¡NUNCA!A un atolizado que justifica la ineptitud del gobierno ante tanta muerte, jamás le entran razones porque es una escoria servil a sus intereses simplemente. Afectuoso saludos.",0
"Juan Vicente Aliaga. Orden fálico: androcentrismo y violencia de género en las prácticas artísticas del siglo XX. Tres Cantos: Akal, 2007. 334 p. Arte contemporáneo, 23. ISBN 978-84-460-2279-4.Un volumen en rústica en buen estado.https://t.co/UCV7Ocgfxj https://t.co/FFDa3lDc4L",0
#TengoAlgoQueDecirte Vecinos de Puente Piedra aseguran que no es la primera vez que este hombre protagoniza este tipo de actos violentos https://t.co/1xp49GAJS9,0
ahh si representar la cultura indígena mexicana por una mujer mexicana es apropiar como no pude verlo antes!! gracias gringo blanco primermundista por abrirme los ojos https://t.co/lHtPKpCjTd,0
@ltfk91 yo mas gorda,0
"Guadalajara es una ciudad atractiva para inversionistas extranjeros que necesitan exportar a Estados Unidos, si quieres saber por qué visita: Desarrollo industrial y logístico de #REBSummit Guadalajara. https://t.co/ChrFhp4ZPI https://t.co/0nbVOmkpUk",0
"seo soojin es de las mujeres más hermosas y talentosas de esta generación Y NADIE me lo puede negar. Gidle es uno de los grupos más completos que hay hoy en día y no entiendo porque no tienen más reconocimiento. En fin, orgullosa de llevar a soojin. https://t.co/RKuDrvceVA",0
"@esteban70517798 @NavFav23 @yoliceleste @MafitaLavado Jajajaja probablemente tu lo denomines así, en mi caso no puedo juzgar la vida de otros ya que ni los conozco, pero la gran mayoría de la sociedad siguen con la mente bien estrecha.",0
"@altobogan Alfinal no se puede obligar a nadie que te quiera. Y solo por que se refiere a sí mismo como ""un buen tio"" da a entender que es partidazo, como si respetar a las mujeres no fuera una cosa basica en los valores humanos. Pero ese ya es otro melón que prefiero no abrir jaja",0
no os importa pero tras el chasco de anoche con fish tank hoy voy a verme las señoritas de rochefort de jacques demy. con un poco de miedo porqué no soy la mayor fan de los musicales,0
"@huella_azul Le tengo muchas ganas a La mujer rebelde, gracias por recordármelo :)",0
"@Cecilia42600958 Ah bueno sos así, tan muy buena persona tan especial y se nota una gran mujer y amiga. Lo que opinan mal de uno es envidia.",0
¡Gracias por siempre alegrarnos los días con tus ocurrencias! Hasta se burla de los momentos duros que ha vividohttps://t.co/ObG6QLdV2o,0
a la tierra de Laura Monos (2019)  Director: Alejandro Landes#Adventure #Drama #Action #Colombia #SouthAmerica #Saturday #movies #MonosFilm #MonosLaPelícula #LaManada #TodosSomosMONOS #MONOS https://t.co/fswAKLXMEM,0
Yo:abro una bolsa de comidaMi perra que no me hacia ni caso: https://t.co/NbVDWHV5VY,0
@sejl2o2 Sos valiente por contarlo!! Fuerzas te mando un abrazo y yo te creo. #NiUnaMas #MeToo,0
"Hasta los cojones de NEGROS tan pedantes como arrogantes, con el victimismo de siempre https://t.co/K47jFtPhk0",0
"La mujer está empoderada con la pelota, ponen el ejemplo en una ciudad líder en el país.Ya ganó Tigres Femenil y Rayadas va pisando fuerte.",0
"@GabyJurado7 La pena contenida y la alegría reprimida. La pena de tantas lágrimas de marzo. Y la alegría de lo único que le queda al pueblo, Barcelona.",0
Lo hermoso que es compartir cosas con mi chica ❤ https://t.co/PrKoJ6JP4P,0
@Fernandaxim1811 Por favor hagamos trending copia los hashtags entre más posts más alcance tiene #AZTECANOTICAS #TELEMUNDO#NOTICIEROSTELEVISA#TELEDIARIO#PFPapoya #pgj #GobiernoDelEstado #PFP #PGR#CNDH #yositecreo #niunamenos #CIDH #CDMX #SEDENA #GuardiaNacional,0
"️La concejala de Frente de Todos Marita Velázquez, que fue designada coordinadora de las dos sedes del Consejo de Art de Políticas de Género y Diversidad Sexual en la Región 3 y destacó la importancia de que se implementen medidas de protección a la mujer.https://t.co/jt7as2jY1c",0
"Si yo llego a canar así de hermoso me dejo el cabello gris, AMO el estilo de las mujeres mayores con el cabello plateado.La mayoría son elegantísimas https://t.co/ru6VzXNuP1",0
— invitas a comer a un buen lugar a este hombre y luego te dice algo así.... DONDE ESTÁ SAKURA CUANDO SE LE NECESITA!? https://t.co/X3e8PTOUDF,0
"Mentira cara de nalgas, el cyberpunk esta 10 puntos me voy a jugá mientras hago pesas para no sentirme tan escoria, nos vimos",0
@qtf Jaja jaja ...bien x Fernanda....y luego dicen que no hay agresión a las mujeres....jaja jaja,0
"@alfaresponde @CarlosVerareal Que saca con charlas cuando sabemos que estos son desobedientes sin disciplinas no les importa las consecuencias por lo mismo , esto debería ser la mamá quien la lleve a la chica o chico adolescente al pediatra para que le de anticonceptivos +comdones .",0
"@esperanzaurora y tienes que ir directo a la cuenta de tus seguidos porque si de casualidad no aparecen en tu TL y no les das Like ya no te van a aparecer. O sea son invisibles porque según la app a falta de likes ""no te interesa"" aunque no lo hayas visto porque fue una publicación d hace días",0
Buenísimo texto de Nancy Fraser filósofa y profesora del The New School de Nueva York. Lo disfruté un montón https://t.co/UFrhrYzYRi https://t.co/5fQaoASJfj,0
Yo ya no teletrabajo ni un puto día más. Se acaba mi horario y ahí te quedas con tus movidas. Porque encima te echan en cara que teletrabajes dos putos días a la semana.,0
He decidido bloquear a toda la escoria y mierda de esta red social. Si os dejó de seguir o bloqueo es porque habeis soltado alguna estupidez muy gorda de Sam o fla.,0
"Eso es mentira. Es un actor MUY CONOCIDO, pagado para hacer el paripé y decir que las vacunas no son peligrosas... PORQUE TODO EL MUNDO SABE QUE LAS VACUNAS SON LA MANERA EN QUE NOS QUIEREN CONTROLAR. Y MATAR. Y ROBAR. E INSULTAR. Y SODOMIZAR. Dirán. https://t.co/ON3zJdN26A",0
"literal jajajjaja sé que esta segunda expo está mal y ya no quiero escuchar, pero la otra chica de mi grupo la hace largaaa. Mana, ya apágate, quiero que la profe nos mande a la mrd y que todo se acabe pf",0
"¿SE HACEN PSICOTECNICOS A LOS JUECES?El ""juez""que pidió la absolución de #LaManada absuelve al hombre que abusó sexualmente de una niña de 12 años porque el acusado decía que“siempre inventaba historias” Se pedía 8 años de prisiónhttps://t.co/NxGJDtI0nr https://t.co/DoHgoVE4zF",1
@eduardopiate2 Una escoria menos en el mundo,0
Hoy me pararon los mismo. Un bebé y mi esposa embarazada...  https://t.co/muIo491o8a,0
— Ah... Lillith... ¿Sigues ahí?Alzó débilmente una mano tratando de encontrar a la chica.,0
"@CCivicaCatalana Putos fachas borregos! Lo único que hizo Franco es asesinar a niños, mujeres y ancianos sin compasión. Destrozar familias enteras y enterrarlas en las cunetas. Os llegará el día que lo pagaréis todo el daño causado. Putos fachas!",0
"@TheChampions Esperemos que en la final pongan a un grupo de arbitros con la altura de lo que merece dicha final, no vayan a comenter el error de poner algo como las semifinales, muchos pensamos que no debieron usar a la MLS para terminar el torneo esperemos que no se quiera usar a su favor",0
@Natdiaquin Le deseo todo lo mejor. Us es una mujer que se nota es muy inteligente. Pero no permita que se le infiltre gente del PAC en su partido. Si no ud misma se pondrá la soga al cuello como política...,0
@vermeerno1fan Cuando estas embarazada ya sos madre...,0
"#ÚLTIMAHORA PAN, PRI y PRD anuncian coalición 'Va por México’ para elecciones de 2021Dicha coalición abandera las causas sociales, la defensa del empleo, el apoyo a las pequeñas y medianas empresas y la erradicación de la violencia contra las mujeres.https://t.co/TWVBbL3HDg https://t.co/TISVdmXvr9",0
Como esa vez que hubo desfile de profesiones en el grado de mi hermano y una niña llegó disfrazada DE POLLO.,0
"Hablando de bodas, enero es un mes ideal para casarse, ¿verdad @aeelees, @dagashell? ¿Confirmamos boda lagartoña?",0
"@Lebrecht_H Jajaja, si desde ahorita ya hay gente en facebbok shippeándolos, va a arder Troya bien bonito.Y de ésa morra. Uff es una joyita. A mí lo que me enchila es la gente que viene a decirle a la otra qué hacer o lo que le tiene qué gustar, y todo desde su postura moralina/mojigata.",0
@Gimnastico84 Más bien que somos un pueblo gilipollas que se deja sodomizar por psicópatas repugnantes.,0
Cómo se nota que nunca en su re putísima vida laburó. Es re facil hablar de laburo barato cuando lo único que haces es vivir de rentas de tus terrenos que NI compraste porque se los sacaste a tu ex mujer por el divorcio. Con razón tu hija no te quería y decia que te odiaba,0
a fea estooy jajajajakajaja me la suda,0
"#HuboUnAntes ¿Sabías que en Cuba, entre los años 20 y 40, del siglo pasado se realizaron tres congresos feministas? Hilo #2028EstáMuyLejos#PorRefugiosEnCubaYa#SeVaACaer#YoSíTeCreoenCuba#YoSíTeCreo#MeToo#NiUnaMenos#LeyIntegralContralaViolenciadeGénero#SeráLeyenCuba https://t.co/CosCOlOpZc",0
"@diegotomfree @LANACION Oh, si no sabés el poder que tiene al oratoria, es que no entendiste nada, Cicerón te mira con gran sonrisa. El arte de la oratoria es persuadir con la palabra, si la oratoria no es buena, fracaso. Bragueta estrecha, mal que te pese, no como polenta. Bobo.",0
"@Valosolisc Una monja embarazada que salto de un carro en movimiento, never forget",0
"Con la existencia de Felipe VI, cualquier persona medianamente inteligente llegaría a la conclusión de que el la igualdad entre españoles no existe.",0
"#FDIM Conmemoramos el 75° años de lucha constante por la Paz, la solidaridad mundial y los Derechos de las Mujeres. https://t.co/kbey2bJJ4t",0
